VBS_sample_id,contributor,country,location,collection_year,collection_month,latitude,longitude,date_of_collection,collection_context,collection_method,collection_time,collector_sample_id,sample_type,specimen_sex_partner,specimen_storage_partner,Lifestage,dna_extraction_method_partner,sample_type_received,body_part_lab,dna_extraction_method_lab,total_dna_lab,species_pcr,sequencing_pipeline,mean_cov,median_cov,modal_cov,mean_cov_2RL,median_cov_2RL,mode_cov_2RL,mean_cov_3RL,median_cov_3RL,mode_cov_3RL,mean_cov_X,median_cov_X,mode_cov_X,frac_gen_cov,divergence,pc_contam,LLR,sex_call,PCA_QC_outlier,FILTER_frac_genome_cov,FILTER_median_cov,FILTER_contamination,FILTER_nosexcall,FILTER_divergence,FILTER_pca,sample_set,adm_level,geographic_cohort,geographic_cohort_code,geographic_cohort_colour,geographic_cohort_shape,PCA_cohort,PCA_cohort_colour,karyotype_3La,karyotype_3Ra,karyotype_3Rb,karyotype_2Ra,karyotype_2Rh,karyotype_2Rt,mitochondrial_id,subset_1,subset_2,subset_3,heterozygous_sites,raw_total_sequences,reads_mapped,reads_mapped_and_paired,reads_unmapped,reads_properly_paired,reads_paired,reads_duplicated,reads_MQ0,non-primary_alignments,total_length,bases_mapped,bases_mapped_(cigar),bases_duplicated,mismatches,error_rate,average_quality,insert_size_average,insert_size_standard_deviation,inward_oriented_pairs,outward_oriented_pairs,pairs_with_other_orientation,pairs_on_different_chromosomes,ena_run_accessions
VBS24241,Samuel Dadzie,Ghana,Gbullung,2017,7,9.48792,-1.00922,14/7/2017,Outdoor,Human landing catch,05:00 to 06:00,GH47,Whole specimen,Female,Silica gel,Wild caught adult,,Dried,Whole Organism,Buffer C + MinElute UF,259,fun,STD,36.36,32,7,36.8,33,8,35.38,30,7,38.08,33,8,0.932,0.01948,0.986,1256.615,F,,PASS,PASS,PASS,PASS,PASS,PASS,1229-VO-GH-DADZIE-VMF00095,"Northern Region, Tolon",Ghana_Northern-Region,GH-N,#2ca02c,triangle-up,North Ghana,#2ca02c,,3Ra/a,3Rb/b,2Ra/a,2R+/+,2R+/+,funestus-lineageI-clusterA,Y,Y,N,2314398,80666304,80483509,80358236,182795,73457730,80666304,5031047,22817880,4313703,12180611904,12153009859,11602951990,759688097,285610065,0.0246,36.4,550.7,1044.1,35634355,1460837,262693,2466886,"ERR3766737,ERR3766768,ERR3766799"
VBS24242,Samuel Dadzie,Ghana,Gbullung,2017,7,9.48792,-1.00922,14/7/2017,Outdoor,Human landing catch,02:00 to 03:00,GH48,Whole specimen,Female,Silica gel,Wild caught adult,,Dried,Whole Organism,Buffer C + MinElute UF,359,fun,STD,34.4,25,5,34.9,26,5,32.96,24,5,37.6,27,5,0.925,0.01946,0.724,772.321,F,,PASS,PASS,PASS,PASS,PASS,PASS,1229-VO-GH-DADZIE-VMF00095,"Northern Region, Tolon",Ghana_Northern-Region,GH-N,#2ca02c,triangle-up,North Ghana,#2ca02c,,3R+/a,3Rb/b,2Ra/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2302584,78199182,78037050,77935124,162132,71074304,78199182,4918670,23211344,3819029,11808076482,11783594550,11238954493,742719170,269176342,0.024,36.4,528.5,970.6,34535915,1290357,204971,2619963,"ERR3766738,ERR3766769,ERR3766800"
VBS24243,Samuel Dadzie,Ghana,Woribogu,2017,7,8.86908,0.32094,14/7/2017,Outdoor,Human landing catch,21:00 to 22:00,GH49,Whole specimen,Female,Silica gel,Wild caught adult,,Dried,Whole Organism,Buffer C + MinElute UF,1088,fun,STD,42.73,44,53,43.4,45,53,42.13,43,52,41.87,43,52,0.934,0.01933,0.882,1204.108,F,,PASS,PASS,PASS,PASS,PASS,PASS,1229-VO-GH-DADZIE-VMF00095,"Northern Region,",Ghana_Northern-Region,GH-N,#2ca02c,triangle-up,North Ghana,#2ca02c,,3Ra/a,3Rb/b,2Ra/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2256147,78058674,77863912,77712388,194762,72533924,78058674,3631499,14342997,3746193,11786859774,11757450712,11287580626,548356349,298721100,0.0265,36.6,593.6,1049.3,35906933,848183,287819,1624859,"ERR3766739,ERR3766770,ERR3766801"
VBS24386,Lizette Koekemoer,Democratic Republic of the Congo,Watsa Moke,2017,10,3.0943611,29.5479722,5/10/2017,Indoor,House searches,,DrcF1197,Partial specimen,Female,Silica gel,Wild caught adult,,Dried,Abdomen,Buffer C + MinElute UF,184,PCR failure,STD,31.2,31,31,31.55,31,31,31.41,31,31,28.69,29,30,0.938,0.01893,1.182,1096.606,F,,PASS,PASS,PASS,PASS,PASS,PASS,1240-VO-CD-KOEKEMOER-VMF00099,"Orientale, Haut-Uele",DRC_Haut-Uele,CD-H,#e377c2,triangle-up,Equatorial,#d62728,3La/a,3Ra/a,3R+/b,2R+/+,2R+/h,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2806332,58382928,55645698,55063220,2737230,51113402,58382928,3507940,8625943,4463736,8815822128,8402500398,7910352966,529698940,222866040,0.0282,37.2,642.1,1206.2,25316943,666153,292270,1107489,"ERR3682404,ERR3655066,ERR3655101"
VBS24389,Lizette Koekemoer,Democratic Republic of the Congo,Watsa Moke,2017,10,3.0943611,29.5479722,5/10/2017,Indoor,House searches,,DrcF1200,Partial specimen,Female,Silica gel,Wild caught adult,,Dried,Abdomen,Buffer C + MinElute UF,343,fun,STD,38.23,38,38,38.72,38,38,38.61,38,38,34.33,35,37,0.939,0.01931,0.982,917.587,F,,PASS,PASS,PASS,PASS,PASS,PASS,1240-VO-CD-KOEKEMOER-VMF00099,"Orientale, Haut-Uele",DRC_Haut-Uele,CD-H,#e377c2,triangle-up,Equatorial,#d62728,3La/a,3R+/a,3R+/b,2R+/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2828771,66250734,65986421,65817072,264313,61714050,66250734,3935834,9367958,4387584,10003860834,9963949571,9531918570,594310934,268931677,0.0282,37.4,609.4,1132.4,30756340,620156,315349,1122711,"ERR3682405,ERR3655067,ERR3655102"
VBS24390,Lizette Koekemoer,Democratic Republic of the Congo,Watsa Moke,2017,10,3.0943611,29.5479722,5/10/2017,Indoor,House searches,,DrcF1201,Partial specimen,Female,Silica gel,Wild caught adult,,Dried,Abdomen,Buffer C + MinElute UF,259,fun,STD,38.37,38,38,38.75,38,38,38.68,38,38,35.32,36,37,0.94,0.01883,0.909,883.065,F,,PASS,PASS,PASS,PASS,PASS,PASS,1240-VO-CD-KOEKEMOER-VMF00099,"Orientale, Haut-Uele",DRC_Haut-Uele,CD-H,#e377c2,triangle-up,Equatorial,#d62728,3La/a,3Ra/a,3Rb/b,2R+/a,2R+/h,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2782314,69438096,69017195,68795910,420901,64194298,69438096,4705164,10715647,4865459,10485152496,10421596445,9943522084,710479764,275604725,0.0277,37.4,607.9,1156.6,31856690,774313,336065,1278915,"ERR3682406,ERR3655068,ERR3655103"
VBS24391,Lizette Koekemoer,Democratic Republic of the Congo,Watsa Moke,2017,10,3.0943611,29.5479722,5/10/2017,Indoor,House searches,,DrcF1202,Partial specimen,Female,Silica gel,Wild caught adult,,Dried,Abdomen,Buffer C + MinElute UF,396,fun,STD,38.31,38,38,38.68,38,38,38.53,38,38,35.67,36,38,0.94,0.0196,1.112,1117.631,F,,PASS,PASS,PASS,PASS,PASS,PASS,1240-VO-CD-KOEKEMOER-VMF00099,"Orientale, Haut-Uele",DRC_Haut-Uele,CD-H,#e377c2,triangle-up,Equatorial,#d62728,3L+/a,3R+/a,3R+/b,2R+/a,2R+/+,2R+/t,funestus-lineageI-clusterB,Y,Y,N,2895465,70543402,70339527,70188720,203875,65450362,70543402,4077326,12232008,4573524,10652053702,10621268577,10164774212,615676226,286012310,0.0281,37.2,619.7,1142.4,32511475,811354,325752,1352814,"ERR3682407,ERR3655069,ERR3655104"
VBS24393,Lizette Koekemoer,Democratic Republic of the Congo,Watsa Moke,2017,10,3.0943611,29.5479722,5/10/2017,Indoor,House searches,,DrcF1204,Partial specimen,Female,Silica gel,Wild caught adult,,Dried,Abdomen,Buffer C + MinElute UF,173,fun,STD,33.43,33,33,33.63,33,33,33.64,33,33,31.69,31,32,0.937,0.01945,0.976,809.689,F,,PASS,PASS,PASS,PASS,PASS,PASS,1240-VO-CD-KOEKEMOER-VMF00099,"Orientale, Haut-Uele",DRC_Haut-Uele,CD-H,#e377c2,triangle-up,Equatorial,#d62728,3L+/a,3R+/a,3R+/b,2R+/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2882513,66220596,65699468,65452812,521128,60562842,66220596,4615836,13451775,5112771,9999309996,9920619668,9414728136,696991236,261186602,0.0277,37.4,591.7,1177.3,29778554,1009205,318654,1435095,"ERR3682409,ERR3655071,ERR3655106"
VBS24395,Lizette Koekemoer,Democratic Republic of the Congo,Watsa Moke,2017,10,3.0943611,29.5479722,5/10/2017,Indoor,House searches,,DrcF1206,Partial specimen,Female,Silica gel,Wild caught adult,,Dried,Abdomen,Buffer C + MinElute UF,70,fun,STD,36.67,36,36,36.92,36,36,36.81,36,36,34.89,35,35,0.941,0.01866,1.049,1054.526,F,,PASS,PASS,PASS,PASS,PASS,PASS,1240-VO-CD-KOEKEMOER-VMF00099,"Orientale, Haut-Uele",DRC_Haut-Uele,CD-H,#e377c2,triangle-up,Equatorial,#d62728,3La/a,3Ra/a,3R+/b,2R+/+,2Rh/h,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2715647,73271476,72757644,72501304,513832,66929872,73271476,5482232,14393379,5608319,11063992876,10986404244,10434175879,827817032,289296614,0.0277,37.3,601.5,1172.7,32673864,1382693,336127,1626611,"ERR3682410,ERR3655072,ERR3655107"
VBS24396,Lizette Koekemoer,Democratic Republic of the Congo,Watsa Moke,2017,10,3.0943611,29.5479722,5/10/2017,Indoor,House searches,,DrcF1207,Partial specimen,Female,Silica gel,Wild caught adult,,Dried,Abdomen,Buffer C + MinElute UF,469,fun,STD,36.44,36,36,36.9,37,36,36.71,36,36,33.17,34,35,0.939,0.01939,1.075,990.116,F,,PASS,PASS,PASS,PASS,PASS,PASS,1240-VO-CD-KOEKEMOER-VMF00099,"Orientale, Haut-Uele",DRC_Haut-Uele,CD-H,#e377c2,triangle-up,Equatorial,#d62728,3L+/a,3Ra/a,3R+/b,2Ra/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2792830,63079144,62740795,62541138,338349,58447028,63079144,3715070,8591562,4263315,9524950744,9473860045,9050080784,560975570,259367716,0.0287,37.3,638,1163.6,29111037,614975,321242,1119276,"ERR3682411,ERR3655073,ERR3655108"
VBS24397,Lizette Koekemoer,Democratic Republic of the Congo,Watsa Moke,2017,10,3.0943611,29.5479722,5/10/2017,Indoor,House searches,,DrcF1208,Partial specimen,Female,Silica gel,Wild caught adult,,Dried,Abdomen,Buffer C + MinElute UF,39,fun,STD,34.14,33,33,34.23,33,33,34.45,33,33,32.52,32,32,0.938,0.01929,0.836,667.438,F,,PASS,PASS,PASS,PASS,PASS,PASS,1240-VO-CD-KOEKEMOER-VMF00099,"Orientale, Haut-Uele",DRC_Haut-Uele,CD-H,#e377c2,triangle-up,Equatorial,#d62728,3La/a,3Ra/a,3R+/b,2R+/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2798977,72028280,71642116,71446234,386164,66109232,72028280,5320864,17104448,5321220,10876270280,10817959516,10280638291,803450464,281415985,0.0274,37.4,565.9,1158.9,32059529,1440379,326296,1599370,"ERR3682412,ERR3655074,ERR3655109"
VBS24398,Lizette Koekemoer,Democratic Republic of the Congo,Watsa Moke,2017,10,3.0943611,29.5479722,5/10/2017,Indoor,House searches,,DrcF1209,Partial specimen,Female,Silica gel,Wild caught adult,,Dried,Abdomen,Buffer C + MinElute UF,391,fun,STD,40.02,40,40,40.49,40,40,40.27,40,40,36.71,38,39,0.939,0.01886,1.011,1141.56,F,,PASS,PASS,PASS,PASS,PASS,PASS,1240-VO-CD-KOEKEMOER-VMF00099,"Orientale, Haut-Uele",DRC_Haut-Uele,CD-H,#e377c2,triangle-up,Equatorial,#d62728,3La/a,3Ra/a,3Rb/b,2R+/a,2R+/h,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2781019,71292478,71130950,71000238,161528,66430848,71292478,4142389,11054548,4444918,10765164178,10740773450,10293981358,625500739,283373852,0.0275,37.3,616.5,1117.9,33082358,718173,326420,1299519,"ERR3682413,ERR3655075,ERR3655110"
VBS24399,Lizette Koekemoer,Democratic Republic of the Congo,Watsa Moke,2017,10,3.0943611,29.5479722,5/10/2017,Indoor,House searches,,DrcF1210,Partial specimen,Female,Silica gel,Wild caught adult,,Dried,Abdomen,Buffer C + MinElute UF,331,fun,STD,35.42,35,35,35.81,35,35,35.66,35,35,32.65,33,34,0.939,0.01935,1.181,1199.83,F,,PASS,PASS,PASS,PASS,PASS,PASS,1240-VO-CD-KOEKEMOER-VMF00099,"Orientale, Haut-Uele",DRC_Haut-Uele,CD-H,#e377c2,triangle-up,Equatorial,#d62728,3La/a,3R+/a,3R+/b,2R+/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2846899,65376610,64841040,64567800,535570,60151658,65376610,4142242,11144109,4677963,9871868110,9790997040,9309255785,625478542,258771553,0.0278,37.2,643.4,1165.8,29936785,657179,324347,1253298,"ERR3682414,ERR3655076,ERR3655111"
VBS24400,Lizette Koekemoer,Democratic Republic of the Congo,Watsa Moke,2017,10,3.0943611,29.5479722,5/10/2017,Indoor,House searches,,DrcF1211,Partial specimen,Female,Silica gel,Wild caught adult,,Dried,Abdomen,Buffer C + MinElute UF,389,fun,STD,35.72,35,35,36.06,35,35,35.99,35,35,32.96,33,34,0.939,0.01892,1.084,1031.785,F,,PASS,PASS,PASS,PASS,PASS,PASS,1240-VO-CD-KOEKEMOER-VMF00099,"Orientale, Haut-Uele",DRC_Haut-Uele,CD-H,#e377c2,triangle-up,Equatorial,#d62728,3La/a,3Ra/a,3R+/b,2R+/a,2R+/h,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2822721,65422756,65159149,64988470,263607,60726256,65422756,4287518,10674866,4468093,9878836156,9839031499,9388333567,647415218,266254565,0.0284,37.2,596.9,1125.6,29985111,837380,295597,1217230,"ERR3682415,ERR3655077,ERR3655112"
VBS24401,Lizette Koekemoer,Democratic Republic of the Congo,Watsa Moke,2017,10,3.0943611,29.5479722,5/10/2017,Indoor,House searches,,DrcF1212,Partial specimen,Female,Silica gel,Wild caught adult,,Dried,Abdomen,Buffer C + MinElute UF,244,fun,STD,29.89,29,29,30.22,30,30,30.12,30,29,27.39,28,29,0.936,0.01909,0.878,626.893,F,,PASS,PASS,PASS,PASS,PASS,PASS,1240-VO-CD-KOEKEMOER-VMF00099,"Orientale, Haut-Uele",DRC_Haut-Uele,CD-H,#e377c2,triangle-up,Equatorial,#d62728,3La/a,3Ra/a,3Rb/b,2R+/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2770870,53340952,52990029,52812050,350923,49295014,53340952,2904777,8528420,3722759,8054483752,8001494379,7630774052,438621327,210116415,0.0275,37.5,622.4,1147.4,24510530,547286,257187,992603,"ERR3682416,ERR3655078,ERR3655113"
VBS24402,Lizette Koekemoer,Democratic Republic of the Congo,Watsa Moke,2017,10,3.0943611,29.5479722,5/10/2017,Indoor,House searches,,DrcF1213,Partial specimen,Female,Silica gel,Wild caught adult,,Dried,Abdomen,Buffer C + MinElute UF,388,fun,STD,44.08,44,44,44.69,44,44,44.34,44,44,40.08,41,43,0.94,0.01952,0.893,1039.228,F,,PASS,PASS,PASS,PASS,PASS,PASS,1240-VO-CD-KOEKEMOER-VMF00099,"Orientale, Haut-Uele",DRC_Haut-Uele,CD-H,#e377c2,triangle-up,Equatorial,#d62728,3La/a,3R+/a,3R+/+,2Ra/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2741187,76327996,76077254,75908034,250742,70847870,76327996,5013315,9711594,5276973,11525527396,11487665354,10984891601,757010565,317788914,0.0289,37.5,635.7,1176.2,35294920,787248,389179,1366332,"ERR3682417,ERR3655079,ERR3655114"
VBS24403,Lizette Koekemoer,Democratic Republic of the Congo,Watsa Moke,2017,10,3.0943611,29.5479722,5/10/2017,Indoor,House searches,,DrcF1214,Partial specimen,Female,Silica gel,Wild caught adult,,Dried,Abdomen,Buffer C + MinElute UF,42,fun,STD,39.72,39,39,40.1,40,40,39.65,39,39,38.11,38,39,0.941,0.01897,0.89,843.852,F,,PASS,PASS,PASS,PASS,PASS,PASS,1240-VO-CD-KOEKEMOER-VMF00099,"Orientale, Haut-Uele",DRC_Haut-Uele,CD-H,#e377c2,triangle-up,Equatorial,#d62728,3La/a,3Ra/a,3R+/b,2R+/+,2R+/h,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2799007,81400296,81252916,81138212,147380,74954970,81400296,6746617,17016527,5368298,12291444696,12269190316,11738213209,1018739167,323366194,0.0275,37.3,574.4,1122.8,36513322,1632361,323840,1910864,"ERR3682418,ERR3655080,ERR3655115"
VBS24404,Lizette Koekemoer,Democratic Republic of the Congo,Watsa Moke,2017,10,3.0943611,29.5479722,5/10/2017,Indoor,House searches,,DrcF1215,Partial specimen,Female,Silica gel,Wild caught adult,,Dried,Abdomen,Buffer C + MinElute UF,75,fun,STD,40.63,41,42,41.2,41,42,40.57,41,41,38.14,39,41,0.937,0.01949,1.019,988.57,F,,PASS,PASS,PASS,PASS,PASS,PASS,1240-VO-CD-KOEKEMOER-VMF00099,"Orientale, Haut-Uele",DRC_Haut-Uele,CD-H,#e377c2,triangle-up,Equatorial,#d62728,3L+/a,3R+/a,3R+/b,2Ra/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2826941,74912598,73175958,72784680,1736640,68173846,74912598,5017904,11268444,4250035,11311802298,11049569658,10564502721,757703504,296931888,0.0281,37.4,586.9,1106.2,33668669,989455,323378,1295688,"ERR3682419,ERR3655081,ERR3655116"
VBS24406,Lizette Koekemoer,Democratic Republic of the Congo,Watsa Moke,2017,10,3.0943611,29.5479722,5/10/2017,Indoor,House searches,,DrcF1217,Partial specimen,Female,Silica gel,Wild caught adult,,Dried,Abdomen,Buffer C + MinElute UF,284,fun,STD,39.51,39,39,39.7,39,39,39.68,39,39,37.93,37,38,0.941,0.01913,0.962,998.864,F,,PASS,PASS,PASS,PASS,PASS,PASS,1240-VO-CD-KOEKEMOER-VMF00099,"Orientale, Haut-Uele",DRC_Haut-Uele,CD-H,#e377c2,triangle-up,Equatorial,#d62728,3La/a,3Ra/a,3Rb/b,2R+/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2762430,76245738,76038870,75885476,206868,70574670,76245738,4999447,14948336,5067325,11513106438,11481869370,10967589327,754916497,301652279,0.0275,37.2,613.5,1128.1,34913557,1010554,336584,1560479,"ERR3682420,ERR3655082,ERR3655117"
VBS24407,Lizette Koekemoer,Democratic Republic of the Congo,Watsa Moke,2017,10,3.0943611,29.5479722,5/10/2017,Indoor,House searches,,DrcF1218,Partial specimen,Female,Silica gel,Wild caught adult,,Dried,Abdomen,Buffer C + MinElute UF,557,fun,STD,42.88,43,43,43.49,43,43,43.11,43,43,39.01,41,42,0.94,0.01933,1.06,1271.567,F,,PASS,PASS,PASS,PASS,PASS,PASS,1240-VO-CD-KOEKEMOER-VMF00099,"Orientale, Haut-Uele",DRC_Haut-Uele,CD-H,#e377c2,triangle-up,Equatorial,#d62728,3L+/a,3Ra/a,3R+/b,2R+/+,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2826308,75278826,74672455,74454298,606371,69795408,75278826,4724325,10337685,4827050,11367102726,11275540705,10792535951,713373075,307102725,0.0285,37.4,607.2,1127.2,34709567,779956,346058,1277189,"ERR3682421,ERR3655083,ERR3655118"
VBS24408,Lizette Koekemoer,Democratic Republic of the Congo,Watsa Moke,2017,10,3.0943611,29.5479722,5/10/2017,Indoor,House searches,,DrcF1263,Partial specimen,Female,Silica gel,Wild caught adult,,Dried,Abdomen,Buffer C + MinElute UF,299,fun,STD,41.48,41,41,41.96,42,42,41.76,41,41,38.02,39,41,0.941,0.01912,1.066,1321.635,F,,PASS,PASS,PASS,PASS,PASS,PASS,1240-VO-CD-KOEKEMOER-VMF00099,"Orientale, Haut-Uele",DRC_Haut-Uele,CD-H,#e377c2,triangle-up,Equatorial,#d62728,3La/a,3Ra/a,3Rb/b,2R+/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,N,2777865,74355346,74109181,73909128,246165,68893108,74355346,5125721,11029290,4847085,11227657246,11190486331,10685831649,773983871,306153004,0.0287,37.1,650.2,1149,34174070,923988,350764,1380316,"ERR3682422,ERR3655084,ERR3655119"
VBS24409,Lizette Koekemoer,Democratic Republic of the Congo,Watsa Moke,2017,10,3.0943611,29.5479722,5/10/2017,Indoor,House searches,,DrcF1264,Partial specimen,Female,Silica gel,Wild caught adult,,Dried,Abdomen,Buffer C + MinElute UF,43,fun,STD,37.88,37,38,38.09,38,38,37.96,37,38,36.51,36,37,0.939,0.01952,0.927,996.497,F,,PASS,PASS,PASS,PASS,PASS,PASS,1240-VO-CD-KOEKEMOER-VMF00099,"Orientale, Haut-Uele",DRC_Haut-Uele,CD-H,#e377c2,triangle-up,Equatorial,#d62728,3L+/a,3Ra/a,3R+/+,2Ra/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2737945,75947626,75667088,75454514,280538,69746450,75947626,5024173,16270841,5231142,11468091526,11425730288,10868838035,758650123,297673796,0.0274,37.2,608.3,1157.1,34338837,1184116,355083,1714140,"ERR3682423,ERR3655085,ERR3655120"
VBS24410,Lizette Koekemoer,Democratic Republic of the Congo,Watsa Moke,2017,10,3.0943611,29.5479722,5/10/2017,Indoor,House searches,,DrcF1265,Partial specimen,Female,Silica gel,Wild caught adult,,Dried,Abdomen,Buffer C + MinElute UF,183,fun,STD,33.19,33,33,33.37,33,33,33.46,33,33,31.2,31,32,0.938,0.01892,0.979,870.411,F,,PASS,PASS,PASS,PASS,PASS,PASS,1240-VO-CD-KOEKEMOER-VMF00099,"Orientale, Haut-Uele",DRC_Haut-Uele,CD-H,#e377c2,triangle-up,Equatorial,#d62728,3La/a,3Ra/a,3Rb/b,2R+/+,2R+/h,2R+/t,funestus-lineageII,Y,Y,Y,2795177,63807944,63397707,63185230,410237,58813408,63807944,4101040,12263841,4546267,9634999544,9573053757,9114263959,619257040,248241161,0.0272,37.3,599.4,1141.8,29029870,867312,287538,1268643,"ERR3682424,ERR3655086,ERR3655121"
VBS24411,Lizette Koekemoer,Democratic Republic of the Congo,Watsa Moke,2017,10,3.0943611,29.5479722,5/10/2017,Indoor,House searches,,DrcF1266,Partial specimen,Female,Silica gel,Wild caught adult,,Dried,Abdomen,Buffer C + MinElute UF,283,fun,STD,36.21,36,36,36.66,36,36,36.59,36,36,32.5,34,35,0.938,0.01914,1.561,2443.683,F,,PASS,PASS,PASS,PASS,PASS,PASS,1240-VO-CD-KOEKEMOER-VMF00099,"Orientale, Haut-Uele",DRC_Haut-Uele,CD-H,#e377c2,triangle-up,Equatorial,#d62728,3La/a,3Ra/a,3Rb/b,2R+/+,2R+/+,2R+/t,funestus-lineageII,Y,Y,N,2784387,65583416,63777455,62943552,1805961,58424786,65583416,4363573,9367884,4291889,9903095816,9630395705,9075962416,658899523,252370752,0.0278,37.7,634.5,1227.5,29038516,678088,355388,1244304,"ERR3654980,ERR3655016,ERR3682425"
VBS24412,Lizette Koekemoer,Democratic Republic of the Congo,Watsa Moke,2017,10,3.0943611,29.5479722,5/10/2017,Indoor,House searches,,DrcF1267,Partial specimen,Female,Silica gel,Wild caught adult,,Dried,Abdomen,Buffer C + MinElute UF,434,fun,STD,35.59,35,35,35.87,35,35,35.87,35,35,33.14,34,35,0.939,0.01941,0.965,840.567,F,,PASS,PASS,PASS,PASS,PASS,PASS,1240-VO-CD-KOEKEMOER-VMF00099,"Orientale, Haut-Uele",DRC_Haut-Uele,CD-H,#e377c2,triangle-up,Equatorial,#d62728,3La/a,3R+/a,3R+/b,2R+/+,2R+/+,2R+/t,funestus-lineageI-clusterB,Y,Y,Y,2859376,66282994,66141365,66022154,141629,61632708,66282994,4027162,11795961,3819292,10008732094,9987346115,9580467740,608101462,265300597,0.0277,37.3,632.9,1126.2,30560692,770242,295341,1266990,"ERR3654981,ERR3655017,ERR3682426"
VBS24413,Lizette Koekemoer,Democratic Republic of the Congo,Watsa Moke,2017,10,3.0943611,29.5479722,5/10/2017,Indoor,House searches,,DrcF1268,Partial specimen,Female,Silica gel,Wild caught adult,,Dried,Abdomen,Buffer C + MinElute UF,346,fun,STD,30.8,31,31,31.19,31,31,31.08,31,31,27.83,28,29,0.936,0.01944,0.925,720.126,F,,PASS,PASS,PASS,PASS,PASS,PASS,1240-VO-CD-KOEKEMOER-VMF00099,"Orientale, Haut-Uele",DRC_Haut-Uele,CD-H,#e377c2,triangle-up,Equatorial,#d62728,3La/a,3R+/a,3R+/+,2Ra/a,2R+/+,2R+/+,funestus-lineageI-clusterB,Y,Y,Y,2756203,54116948,53803123,53632000,313825,50147974,54116948,3342274,8001588,3468546,8171659148,8124271573,7767757678,504683374,218081784,0.0281,37.4,637,1150.3,24964408,501099,265172,971344,"ERR3654982,ERR3655018,ERR3682427"
VBS24414,Lizette Koekemoer,Democratic Republic of the Congo,Watsa Moke,2017,10,3.0943611,29.5479722,5/10/2017,Indoor,House searches,,DrcF1269,Partial specimen,Female,Silica gel,Wild caught adult,,Dried,Abdomen,Buffer C + MinElute UF,386,fun,STD,39.77,39,40,40.21,40,40,40.15,40,40,36.18,37,38,0.94,0.01894,0.836,863.468,F,,PASS,PASS,PASS,PASS,PASS,PASS,1240-VO-CD-KOEKEMOER-VMF00099,"Orientale, Haut-Uele",DRC_Haut-Uele,CD-H,#e377c2,triangle-up,Equatorial,#d62728,3La/a,3Ra/a,3Rb/b,2R+/a,2R+/h,2R+/t,funestus-lineageI-clusterB,Y,Y,Y,2806108,68132222,67847729,67675626,284493,63557968,68132222,4160861,9134873,3981401,10287965522,10245007079,9845592608,628290011,269842181,0.0274,37.6,601.1,1134.5,31672052,580429,323176,1113097,"ERR3654983,ERR3655019,ERR3682428"
VBS24416,Lizette Koekemoer,Democratic Republic of the Congo,Watsa Moke,2017,10,3.0943611,29.5479722,5/10/2017,Indoor,House searches,,DrcF1271,Partial specimen,Female,Silica gel,Wild caught adult,,Dried,Abdomen,Buffer C + MinElute UF,111,fun,STD,34.33,33,33,34.38,34,33,34.75,34,33,32.49,31,31,0.939,0.01896,0.77,633.674,F,,PASS,PASS,PASS,PASS,PASS,PASS,1240-VO-CD-KOEKEMOER-VMF00099,"Orientale, Haut-Uele",DRC_Haut-Uele,CD-H,#e377c2,triangle-up,Equatorial,#d62728,3La/a,3Ra/a,3Rb/b,2R+/a,2R+/h,2R+/t,funestus-lineageI-clusterB,Y,Y,Y,2797983,67198434,66893399,66727914,305035,62073572,67198434,5036630,13062304,4253396,10146963534,10100903249,9663686117,760531130,265253318,0.0274,37.6,553.3,1126.8,30167742,1162947,281527,1347052,"ERR3654984,ERR3655020,ERR3682429"
